T032,SC,Ineligible
R641,ID,NVR10I000
R646,OR,NVR10I000
R681,UT,NVR10I000
R347,ND,SDR10I000
R437,WI,Ineligible
R792,UT,AZR10I000
R791,NM,AZR10I000
R344,NE,SDR10I000
A084,WI,Ineligible
R302,SD,NDR10I000
R751,NM,COR10I000
