Z333,NAPAKIAK,A
Z334,NAPASKIAK,A
Z336,NELSON LAGOON,A
Z337,NENANA,A
Z339,NEW STUYAHOK,A
Z340,NEWHALEN,A
Z341,NEWTOK,A
Z343,NIGHTMUTE,A
Z345,NIKOLAI,A
Z346,NIKOLSKI,A
Z348,NINILCHIK,A
Z350,NOATAK,A
Z352,NOME,A
Z353,NONDALTON,A
Z354,NUIQSUT,A
Z355,NOORVIK,A
Z358,NORTHWAY,A
Z359,NULATO,A
Z361,NUNAPITCHUK,A
Z366,OHOGAMIUT,A
Z367,OLD HARBOR,A
Z369,OSCARVILLE,A
Z370,OUZINKIE,A
Z371,PAIMIUT,A
Z374,PAULOFF HARBOR,A
Z376,PEDRO BAY,A
Z378,PERRYVILLE,A
Z380,PETERSBURG,A
Z383,PILOT POINT,A
Z384,PILOT STATION,A
Z385,PITKA'S POINT,A
Z388,PLATINUM,A
Z389,POINT HOPE,A
Z390,POINT LAY,A
Z396,PORT GRAHAM,A
Z397,PORT HEIDEN,A
Z398,PORT LIONS,A
Z402,PORTAGE CREEK,A
Z407,KWINHAGAK,A
Z410,RAMPART,A
Z411,RED DEVIL,A
Z416,RUBY,A
Z418,IQURMUIT,A
Z419,SALAMATOFF,A
Z424,SAND POINT,A
Z426,SAVOONGA,A
Z427,SAXMAN,A
Z428,SCAMMON BAY,A
Z429,SELAWIK,A
Z431,SELDOVIA,A
Z434,SHAGELUK,A
Z435,SHAKTOOLIK,A
Z436,SHELDON'S POINT,A
Z438,SHISHMAREF,A
Z440,SHUNGNAK,A
Z442,SITKA,A
Z443,SKAGWAY,A
Z446,SLEETMUTE,A
Z447,SOLOMON,A
Z450,SOUTH NAKNEK,A
Z455,PRIBILOF ISLANDS ALEUT COMMUNITY OF ST. GEORGE,A
Z456,ALGAACIQ (ST. MARY'S),A
Z457,SAINT MICHAEL,A
Z458,PRIBILOF ISLANDS ALEUT COMMUNITY OF ST. PAUL,A
Z460,STEBBINS,A
Z463,STEVENS VILLAGE,A
Z464,STONY RIVER,A
Z472,TAKOTNA,A
Z474,TANACROSS,A
Z475,TANANA,A
Z477,TATITLEK,A
Z478,TAZLINA,A
Z479,TELIDA,A
Z480,TELLER,A
Z483,TETLIN,A
Z487,TOGIAK,A
Z490,TOKSOOK BAY,A
Z497,TULUKSAK,A
Z499,TUNTUTULIAK,A
Z500,TUNUNAK,A
Z503,TWIN HILLS,A
Z505,TYONEK,A
Z506,UGASHIK,A
Z508,UMKUMIUTE,A
Z509,UNALAKLEET,A
Z510,UNALASKA,A
Z511,UNGA,A
Z518,VENETIE,A
Z519,WAINWRIGHT,A
Z521,WALES,A
Z525,WHITE MOUNTAIN APACHE TRIBAL COUNCIL,A
Z531,LESNOI,A
Z532,WRANGELL,A
Z578,CHENEGA,A
Z586,KAGUYAK,A
Z623,KANATAK,A
Z634,HEALY LAKE,A
Z801,TLINGIT AND HAIDA,A
Z802,YAKUTAT,A
Z841,CHUATBALUK,A
Z899,INUPIAT,A
Z999,KALTAG,A
