"POLLUTANT_CODE","POLLUTANT_DESC","SRS_ID","POLLUTANT_CATEGORY_CODE","CHEMICAL_FORMULA","CHEMICAL_ABSTRACT_SERVICE_NMBR","USER_FLAG","USER_ID","STATUS_FLAG","EPA_ID","CREATED_BY","CREATED_DATE","UPDATED_BY","UPDATED_DATE","SRS_SYSTEMATIC_NAME"
763,"C12","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"C12"
764,"C2S","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"C2S"
765,"CAA PARTICULATE MAT.","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"CAA PARTICULATE MAT."
766,"CAA/114","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"CAA/114"
768,"CADIUM","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"CADIUM"
769,"CADIUM WASTE NO. D006.","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"CADIUM WASTE NO. D006."
770,"CADIUM/CYANIDE PLATING BATH SOLUTIO","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"CADIUM/CYANIDE PLATING BATH SOLUTIO"
773,"CADMIUM","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SRUBIN",03-APR-14,"CADMIUM"
785,"CADMIUM COMPOUNDS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"CADMIUM COMPOUNDS"
786,"CADMIUM SLUDGE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"CADMIUM SLUDGE"
787,"CADMIUM SULFATE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"CADMIUM SULFATE"
789,"CADMIUM, CHROMIUM","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"CADMIUM, CHROMIUM"
790,"CADMIUM, CHROMIUM, C","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"CADMIUM, CHROMIUM, C"
791,"CADMIUM, CHROMIUM, LEAD, MERCURY],","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"CADMIUM, CHROMIUM, LEAD, MERCURY],"
2347,"LIME MUD","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"LIME MUD"
2348,"LIME SLUDGE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"LIME SLUDGE"
2350,"LIME SULFUR","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"LIME SULFUR"
2351,"LIMESTONE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"LIMESTONE"
2352,"LIMITED HAZARDOUS SUBSTANCE IN LAB","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"LIMITED HAZARDOUS SUBSTANCE IN LAB"
2346,"LIGNOSULFUNIC ACID","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"LIGNOSULFUNIC ACID"
2748,"NICKEL CHROMIUM ZINC","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NICKEL CHROMIUM ZINC"
2751,"NICKEL OXIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NICKEL OXIDE"
2752,"NICKEL SILVER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NICKEL SILVER"
2753,"NICKEL, ARSENIC","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NICKEL, ARSENIC"
2754,"NICKEL, CHROMIUM","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NICKEL, CHROMIUM"
2755,"NICKEL, LEAD, CYANID","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NICKEL, LEAD, CYANID"
2756,"NICKEL, SELENIUM","P1CONV","","","78469","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NICKEL, SELENIUM"
2757,"NICKEL, SILVER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NICKEL, SILVER"
2758,"NICKEL_[TRI - 1991]","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"NICKEL_[TRI - 1991]"
2759,"NICOTINE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NICOTINE"
2760,"Niobium","149682","WTR","","7440031","",,"A","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"Niobium"
2766,"NITRATE COMPOUNDS [WATER SOLUBLE]","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"NITRATE COMPOUNDS [WATER SOLUBLE]"
2775,"NITRATE COMPOUNDS: 95=64,750 & 96=35,913 =AMT","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NITRATE COMPOUNDS: 95=64,750 & 96=35,913 =AMT"
2777,"NITRATE/NITRITE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NITRATE/NITRITE"
2780,"NITRATES","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NITRATES"
2782,"NITRATION GRADE TOLUENE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NITRATION GRADE TOLUENE"
2799,"NITRIC ACID 10102-43-9","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NITRIC ACID 10102-43-9"
2802,"NITRIC ACID, CHRONIC ACID, COPPER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NITRIC ACID, CHRONIC ACID, COPPER"
2803,"NITRIC ACID, POTASSIUM CYANIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NITRIC ACID, POTASSIUM CYANIDE"
2805,"NITRIC OXIDES","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NITRIC OXIDES"
2806,"Nitrite nitrogen, dissolved [as N]","197194","WTR","","14797650","",,"A","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"Nitrite"
2809,"NITRITES","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NITRITES"
2810,"NITRITEW","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NITRITEW"
2812,"NITROBENZENE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NITROBENZENE"
2813,"NITROCELLULOSE POWDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"NITROCELLULOSE POWDE"
2409,"Magnesium Oxide","82529","","MgO","1309484","",,"I","","ICIS_PHASE_I",24-JUN-05,"SRUBIN",22-NOV-13,"Magnesium Oxide"
2410,"MAGNESIUM POWDER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MAGNESIUM POWDER"
2411,"MAHS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MAHS"
2412,"MAKETER VIOLATION","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MAKETER VIOLATION"
2413,"MAKING","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MAKING"
2414,"MALATHION","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MALATHION"
2416,"MALYBDENUM TRIOXIDE [1996]","P1CONV","","","1313275","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"MALYBDENUM TRIOXIDE [1996]"
2417,"MANGANELE CPDS [MEDIA OFF-SITE]","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"MANGANELE CPDS [MEDIA OFF-SITE]"
2424,"MANGANESE & MANGANESE COMPOUNDS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MANGANESE & MANGANESE COMPOUNDS"
2426,"MANGANESE, TOTAL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MANGANESE, TOTAL"
2427,"MANIFESTS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MANIFESTS"
2429,"MANURE LADEN PROCESS WATER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MANURE LADEN PROCESS WATER"
2430,"MANURE WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MANURE WASTE"
2099,"HYDROGEN OXIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"HYDROGEN OXIDE"
2100,"HYDROGEN PEROXIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"HYDROGEN PEROXIDE"
2101,"HYDROGEN PHOSPHIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"HYDROGEN PHOSPHIDE"
2102,"HYDROGEN SULFIDE","P1CONV","","","7783064","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"HYDROGEN SULFIDE"
2105,"HYDROGEN SULFIDE AND AMMONIA FROM","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"HYDROGEN SULFIDE AND AMMONIA FROM"
2106,"HYDROGEN SULFIDE GAS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"HYDROGEN SULFIDE GAS"
2109,"HYDROTREATED NAPHTHENIC OIL","P1CONV","","","64742525","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"HYDROTREATED NAPHTHENIC OIL"
2110,"HYDROTREATED PETROLEUM OIL","P1CONV","","","64742525","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"HYDROTREATED PETROLEUM OIL"
2111,"Hydroxide","776500","","HO","14280309","",,"A","","ICIS_PHASE_I",24-JUN-05,"SRUBIN",15-JUL-13,"Hydroxide"
2112,"HYDROXYBIS ALUMINUM","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"HYDROXYBIS ALUMINUM"
2113,"HYDRROGA SULFIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"HYDRROGA SULFIDE"
2114,"HYDRZAZINE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"HYDRZAZINE"
2117,"I,I,I-TRICHLOROETHYL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"I,I,I-TRICHLOROETHYL"
2118,"I,ITCA","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"I,ITCA"
2120,"ICA","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"ICA"
2121,"IGNITABILITY","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"IGNITABILITY"
2125,"IGNITABLE FILTER MEDIA","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"IGNITABLE FILTER MEDIA"
2130,"IGNITABLE HAZARDOUS WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"IGNITABLE HAZARDOUS WASTE"
2132,"IGNITABLE TC","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"IGNITABLE TC"
2138,"IGNITIBLE ACID WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"IGNITIBLE ACID WASTE"
2139,"IGNITIBLE ORGANICS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"IGNITIBLE ORGANICS"
2142,"III TRICHLORUETHANE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"III TRICHLORUETHANE"
2143,"III-TRICHLOETHANE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"III-TRICHLOETHANE"
2144,"III-TRICHLORIETHANE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"III-TRICHLORIETHANE"
2147,"IMPLEMENT PRETMT PRG","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"IMPLEMENT PRETMT PRG"
2148,"IMPROPER PRETREATMNT","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"IMPROPER PRETREATMNT"
2150,"IMSIL A-10 [IMSIL]","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"IMSIL A-10 [IMSIL]"
2151,"IN LIQUID OUTFALL DISCHARGE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"IN LIQUID OUTFALL DISCHARGE"
2152,"INCINERATOR ASH","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INCINERATOR ASH"
2153,"INCLUDING TOXIC SUBS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INCLUDING TOXIC SUBS"
2154,"IND","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"IND"
2155,"INDENO [1,2,3-CD] PYRENE","P1CONV","","","193395","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"INDENO [1,2,3-CD] PYRENE"
2156,"INDISTRIAL STORM WATER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INDISTRIAL STORM WATER"
2157,"INDIVIDUAL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INDIVIDUAL"
2158,"INDOLE BUTYRIC ACID","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INDOLE BUTYRIC ACID"
2160,"INDUSTRIAL HAZARDOUS WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INDUSTRIAL HAZARDOUS WASTE"
2161,"INDUSTRIAL OIL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INDUSTRIAL OIL"
2162,"INDUSTRIAL PROCESS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INDUSTRIAL PROCESS"
2163,"INDUSTRIAL PROCESSED WASTEWATER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INDUSTRIAL PROCESSED WASTEWATER"
2164,"INDUSTRIAL SLUDGE WASTES","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INDUSTRIAL SLUDGE WASTES"
2165,"INDUSTRIAL SLURRY","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INDUSTRIAL SLURRY"
2166,"INDUSTRIAL SOLID WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INDUSTRIAL SOLID WASTE"
2167,"INDUSTRIAL STORM WATER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INDUSTRIAL STORM WATER"
2170,"INDUSTRIAL WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INDUSTRIAL WASTE"
2175,"INDUSTRIAL WASTEWATER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INDUSTRIAL WASTEWATER"
2176,"INETHYL CHLORIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INETHYL CHLORIDE"
2177,"INFLUENT FLOW","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INFLUENT FLOW"
2178,"INFO","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INFO"
2179,"INFRA SOUND","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INFRA SOUND"
2181,"INJECTATE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INJECTATE"
2182,"INJECTION FLUID","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INJECTION FLUID"
2183,"INK","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INK"
2185,"INKS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INKS"
2186,"INOR OXIDIZING AGENT","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INOR OXIDIZING AGENT"
2187,"INORG","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INORG"
2188,"INORGANIC","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INORGANIC"
2189,"INORGANIC ACIDS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"INORGANIC ACIDS"
1762,"FECAL COLIFORM,OIL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FECAL COLIFORM,OIL"
1765,"Fecal","17136243","","","","",,"A","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"Fecal matter"
1768,"FEED COLIFORM","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FEED COLIFORM"
1769,"FEEDLOT RUNOFF","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FEEDLOT RUNOFF"
1770,"FERIC FERO CYANIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FERIC FERO CYANIDE"
1772,"FERRIC SULFATE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FERRIC SULFATE"
1773,"FERRO MAGNANESS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FERRO MAGNANESS"
1774,"FERROUS CHLORIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FERROUS CHLORIDE"
1775,"FERROUS SULFITE","P1CONV","","","7720787","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"FERROUS SULFITE"
2094,"HYDROGEN CHLORIDE VAPORS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"HYDROGEN CHLORIDE VAPORS"
1776,"FIBER/CHEMICAL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FIBER/CHEMICAL"
1777,"FIBROUS GLASS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FIBROUS GLASS"
1778,"FIFRA","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FIFRA"
1779,"FILL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FILL"
1781,"FILL AND DREDGED MATERIALS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FILL AND DREDGED MATERIALS"
1782,"FILL DIRT","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FILL DIRT"
1783,"FILL IN WETLANDS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FILL IN WETLANDS"
1785,"FILL MATERIAL INTO","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FILL MATERIAL INTO"
1786,"FILL MATERIAL INTO WATERS OF THE US","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"FILL MATERIAL INTO WATERS OF THE US"
1627,"ETHYL BENZINE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"ETHYL BENZINE"
1640,"ETHYLENE DIBROMIDE","P1CONV","","","106934","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"ETHYLENE DIBROMIDE"
1651,"ETHYLENE GLYCOL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"ETHYLENE GLYCOL"
1658,"ETHYLENE GLYROL [ALL MEDIA] 1996, 1997 & 1998","P1CONV","","","10721","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"ETHYLENE GLYROL [ALL MEDIA] 1996, 1997 & 1998"
1678,"EXTRAZINE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"EXTRAZINE"
1687,"F-0IL PIMETHYLMETHANE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"F-0IL PIMETHYLMETHANE"
1696,"F001, F002","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"F001, F002"
1702,"F002 & F005","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"F002 & F005"
1715,"F006 & F008","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"F006 & F008"
1721,"F008 WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"F008 WASTE"
3134,"PARTICULALES","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PARTICULALES"
3135,"PARTICULAR MATTER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PARTICULAR MATTER"
3138,"PARTICULATE AND SO2","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PARTICULATE AND SO2"
3139,"PARTICULATE EMISSIONS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PARTICULATE EMISSIONS"
3140,"PARTICULATE FUGITIVE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PARTICULATE FUGITIVE"
3142,"PARTICULATE MATTER [OPACI","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"PARTICULATE MATTER [OPACI"
3143,"PARTICULATE MATTER [OPACITY]","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"PARTICULATE MATTER [OPACITY]"
3145,"PARTICULATE MATTER - 250","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PARTICULATE MATTER - 250"
3146,"PARTICULATE MATTER AND VOC","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PARTICULATE MATTER AND VOC"
3147,"PARTICULATE MATTER, VOCS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PARTICULATE MATTER, VOCS"
3148,"PARTICULATE MATTER/OPACITY","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PARTICULATE MATTER/OPACITY"
3149,"PARTICULATE MATTERS, VOCS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PARTICULATE MATTERS, VOCS"
3150,"PARTICULATE MATTER_[SEE S-8]","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"PARTICULATE MATTER_[SEE S-8]"
3151,"PARTICULATES","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PARTICULATES"
3152,"PARTICULATES [CARBON-SOOT]","P1CONV","","","7440440","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"PARTICULATES [CARBON-SOOT]"
3153,"PARTICULATES AND SO2","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PARTICULATES AND SO2"
3154,"PARTICULATES AS A RESULT OF DIESEL EMISSION","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PARTICULATES AS A RESULT OF DIESEL EMISSION"
3156,"PARTICULTE MATTER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PARTICULTE MATTER"
3157,"PASS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PASS"
3158,"PATHOGENIC CHEMICALS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PATHOGENIC CHEMICALS"
3159,"Pathogenic organisms","17028200","","","","",,"A","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"Pathogens"
3160,"PATHOGENS & VECTORS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PATHOGENS & VECTORS"
3161,"PATLS/LEAD","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PATLS/LEAD"
3164,"PB, TRC","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PB, TRC"
