"POLLUTANT_CODE","POLLUTANT_DESC","SRS_ID","POLLUTANT_CATEGORY_CODE","CHEMICAL_FORMULA","CHEMICAL_ABSTRACT_SERVICE_NMBR","USER_FLAG","USER_ID","STATUS_FLAG","EPA_ID","CREATED_BY","CREATED_DATE","UPDATED_BY","UPDATED_DATE","SRS_SYSTEMATIC_NAME"
4756,"ZINC OXIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"ZINC OXIDE"
4757,"ZINC PHOSPHIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"ZINC PHOSPHIDE"
4758,"ZINC SULFIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"ZINC SULFIDE"
4761,"ZINC, CADMIUM,","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"ZINC, CADMIUM,"
4762,"ZINC, COPPER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"ZINC, COPPER"
4763,"ZINC, LEAD","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"ZINC, LEAD"
4764,"ZINC, SULFURIC ACID","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"ZINC, SULFURIC ACID"
4765,"ZINEB","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"ZINEB"
4345,"TSS [TOTAL SUSPENDED SOLIDS]","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"TSS [TOTAL SUSPENDED SOLIDS]"
4346,"TSS AMMONIA","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TSS AMMONIA"
4348,"TSS OIL & GREASE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TSS OIL & GREASE"
4349,"TSS PM","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TSS PM"
4350,"TSS, BODS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TSS, BODS"
4351,"TSS, BODS,","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TSS, BODS,"
4352,"TSS, CYANIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TSS, CYANIDE"
4354,"TSS, LEAD, COPPER,","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TSS, LEAD, COPPER,"
4355,"TSS, O&G, PH","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TSS, O&G, PH"
4356,"TSS, PH","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TSS, PH"
4357,"TSS, PH, CD, CU, PB","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TSS, PH, CD, CU, PB"
4358,"TSS, ZINC, MERCURY,","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TSS, ZINC, MERCURY,"
4359,"TST","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TST"
4362,"TTO","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TTO"
4363,"TTOS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TTOS"
4365,"TURBDITY","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TURBDITY"
4367,"TURBIDIY","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TURBIDIY"
4368,"TUTAL P","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"TUTAL P"
4370,"U001","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"U001"
4371,"U003","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"U003"
4372,"U003-353","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"U003-353"
4374,"U080","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"U080"
4375,"U151","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"U151"
4377,"U159","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"U159"
4378,"U226","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"U226"
4379,"U228","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"U228"
4380,"UNEA DIATOMACEOUS EARTH","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNEA DIATOMACEOUS EARTH"
4381,"UNEXPLODED ORDNANCE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNEXPLODED ORDNANCE"
4382,"UNFILTED WATER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNFILTED WATER"
4383,"UNHEATED WASTEWATER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNHEATED WASTEWATER"
4384,"UNI","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNI"
4391,"UNKNOWN SUBSTANCES","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNKNOWN SUBSTANCES"
4392,"UNKNOWN.......1000 DRUMS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNKNOWN.......1000 DRUMS"
4393,"UNLABELED PESTICIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNLABELED PESTICIDE"
4394,"UNLEAD GASOLINE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNLEAD GASOLINE"
4395,"UNLEADED GAS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNLEADED GAS"
4399,"UNPERMITTED DISCHARG","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNPERMITTED DISCHARG"
4400,"UNPERMITTED STRMWTR","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNPERMITTED STRMWTR"
4401,"UNREGISTERED BEAR REPELLENT","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNREGISTERED BEAR REPELLENT"
4407,"UNTREATED FISH WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNTREATED FISH WASTE"
4408,"UNTREATED PROCESS WATER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNTREATED PROCESS WATER"
4409,"UNTREATED SEAFOOD WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNTREATED SEAFOOD WASTE"
4411,"UNTREATED STORMWATER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNTREATED STORMWATER"
4412,"UNTREATED WASTES:","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNTREATED WASTES:"
4413,"UNTREATED WASTEWATER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UNTREATED WASTEWATER"
4415,"UO","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"UO"
2627,"MINERAL OIL","P1CONV","","","8042475","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"MINERAL OIL"
2629,"MINERAL SLAG","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MINERAL SLAG"
2972,"OIL, GREASE, SOLIDS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"OIL, GREASE, SOLIDS"
2631,"MINERAL SPIRITS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MINERAL SPIRITS"
2632,"MINING WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MINING WASTE"
2634,"MIREX, PHOTOMIREX &","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MIREX, PHOTOMIREX &"
2635,"MIRK","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MIRK"
2636,"MIRTI","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MIRTI"
2638,"MISC CHLORINATED ORGANICS-SOIL, GW, & SEDIM'T","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MISC CHLORINATED ORGANICS-SOIL, GW, & SEDIM'T"
2639,"MISC FREE OIL","P1CONV","","","4239","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MISC FREE OIL"
2640,"MISC INDUSTRIAL FLUIDS W/ VARIOUS METALS/ORGA","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MISC INDUSTRIAL FLUIDS W/ VARIOUS METALS/ORGA"
2643,"MISC. HYROCARBONS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MISC. HYROCARBONS"
2644,"MISCELLANEOUS FREE OIL [MFO]","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"MISCELLANEOUS FREE OIL [MFO]"
2645,"MISCELLANEOUS HAZARDOUS SUBSTANCES","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MISCELLANEOUS HAZARDOUS SUBSTANCES"
2646,"MISCELLANEOUS WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MISCELLANEOUS WASTE"
2647,"MITRATE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MITRATE"
2648,"MIXED HAZ/RAD WASTES","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MIXED HAZ/RAD WASTES"
2650,"MIXED ORGANIC WASTES","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MIXED ORGANIC WASTES"
2651,"MIXED WASTES","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MIXED WASTES"
2652,"MIXED XYLENE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MIXED XYLENE"
2655,"MIXTURE OF KEROSANE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MIXTURE OF KEROSANE"
2656,"MOD","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MOD"
2657,"MODSOL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MODSOL"
2658,"MOGAS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"MOGAS"
2659,"MOLINATE","P1CONV","","","2212671","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"MOLINATE"
2663,"MOLYBDENUM TRIOXIDE [TRI - 1989]","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"MOLYBDENUM TRIOXIDE [TRI - 1989]"
3787,"SODIUM DIOXIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM DIOXIDE"
3788,"SODIUM DMDK AND RELATED C","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM DMDK AND RELATED C"
3789,"SODIUM FLUORIDE","P1CONV","","","7681494","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM FLUORIDE"
3790,"SODIUM FORMATE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM FORMATE"
3791,"SODIUM GLUCONATE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM GLUCONATE"
3793,"SODIUM HYDROGEN FLUORIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM HYDROGEN FLUORIDE"
3794,"SODIUM HYDROGEN SULFATE","P1CONV","","","7681381","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"SODIUM HYDROGEN SULFATE"
3795,"SODIUM HYDROIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM HYDROIDE"
3799,"SODIUM HYDROXIDE & WATER MIXTURE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM HYDROXIDE & WATER MIXTURE"
3800,"SODIUM HYDROXIDE, DIESEL FUEL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM HYDROXIDE, DIESEL FUEL"
3801,"SODIUM HYOCHLORITE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM HYOCHLORITE"
3806,"SODIUM HYPOCHLORITE SANITIZER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM HYPOCHLORITE SANITIZER"
3807,"SODIUM HYPOCHLORITE SOLUTION","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM HYPOCHLORITE SOLUTION"
3808,"SODIUM METAL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM METAL"
3809,"SODIUM NITRATE","P1CONV","","","7632000","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"SODIUM NITRATE"
3811,"SODIUM NITRITE","P1CONV","","","7632000","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"SODIUM NITRITE"
3813,"SODIUM PERBROMATE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM PERBROMATE"
3814,"Sodium polyborate","17135971","","","","",,"A","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"Sodium polyborate"
3815,"SODIUM PROPRIONATE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM PROPRIONATE"
3816,"SODIUM SULFATE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SODIUM SULFATE"
3818,"SOIL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOIL"
3819,"SOIL CONTAMINATION","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOIL CONTAMINATION"
3820,"SOIL, CONCRETE AND","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOIL, CONCRETE AND"
3821,"SOIL, GRAVEL, ETC.","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOIL, GRAVEL, ETC."
3822,"SOILS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOILS"
3823,"SOL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOL"
3824,"SOLID CHLORINE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOLID CHLORINE"
3825,"SOLID COPPER SCRAP","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOLID COPPER SCRAP"
3826,"SOLID GREASE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOLID GREASE"
3827,"SOLID PINT WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOLID PINT WASTE"
3828,"SOLID WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOLID WASTE"
3829,"SOLIDIFIED PCB","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOLIDIFIED PCB"
3831,"SOLIDS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOLIDS"
3832,"SOLU","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOLU"
3834,"SOLVENT","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"SOLVENT"
3530,"PVC/PVA COPOLYMER RESIN","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PVC/PVA COPOLYMER RESIN"
3531,"PWOG","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PWOG"
3532,"PWOG MAX.","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PWOG MAX."
3534,"PWSMCL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PWSMCL"
3535,"PWSNP","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PWSNP"
3536,"PWTOX","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"PWTOX"
3542,"Pyrolysis oil","17135898","","","","",,"A","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"Pyrolysis oil"
3543,"PYROMELLIC ACID [PMA","P1CONV","","","89054","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"PYROMELLIC ACID [PMA"
3544,"QICHLOROME THAME","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"QICHLOROME THAME"
3545,"QUATERNARY AMMONIUM COMPOUNDS","5243613","","","","",,"A","E5243613","ICIS_PHASE_I",24-JUN-05,"EVOISIN",25-MAY-11,"QUATERNARY AMONIUM COMPOUNDS"
3547,"QUICK-PHOS ALUMINUM","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"QUICK-PHOS ALUMINUM"
3548,"R-12","P1CONV","","","75718","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"R-12"
3550,"R-12 REFRIGERANTS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"R-12 REFRIGERANTS"
3551,"R-134A","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"R-134A"
3552,"R-22 REFRIGERANT","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"R-22 REFRIGERANT"
3553,"R-406A","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"R-406A"
3555,"RA-226 AND RA-228","P1CONV","","","7440144","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RA-226 AND RA-228"
3556,"RABON","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RABON"
3557,"RACM","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RACM"
3558,"RAD","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RAD"
3559,"RADIATION [POSSIBLY]","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"RADIATION [POSSIBLY]"
3561,"RADIOACTIVE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RADIOACTIVE"
3562,"RADIOACTIVE MATERIALS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RADIOACTIVE MATERIALS"
3563,"RADIOACTIVE MIXED WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"RADIOACTIVE MIXED WASTE"
3564,"RADIOACTIVE WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RADIOACTIVE WASTE"
3435,"POO5[MEK]","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_9071",26-JUL-13,"POO5[MEK]"
3436,"POSSIBLE HAZARDOUS SOLVENTS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"POSSIBLE HAZARDOUS SOLVENTS"
3437,"POSSIBLE PASS THROUGH OR INTERFENCE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"POSSIBLE PASS THROUGH OR INTERFENCE"
3438,"POSSIBLY ACETONE STILL BOTTOMS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"POSSIBLY ACETONE STILL BOTTOMS"
3439,"POSSIBLY FLAMMABLES","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"POSSIBLY FLAMMABLES"
3441,"POTASSIIUM CYANIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"POTASSIIUM CYANIDE"
3442,"POTASSION","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"POTASSION"
3443,"POTASSIUM CHROMATE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"POTASSIUM CHROMATE"
3444,"POTASSIUM CYANIDE","P1CONV","","","151508","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"POTASSIUM CYANIDE"
3446,"POTASSIUM DIOXIDE","P1CONV","","","1310583","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"POTASSIUM DIOXIDE"
3450,"POTASSIUM HYDROXIDE WASTE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"POTASSIUM HYDROXIDE WASTE"
3452,"POTASSIUM MAGNESIUM SULFATE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"POTASSIUM MAGNESIUM SULFATE"
3453,"POTASSIUM NITRATE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"POTASSIUM NITRATE"
3454,"POTENTIAL ASBESTOS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"POTENTIAL ASBESTOS"
3565,"Radioactivity","966358","WTR","","","",,"A","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"Radioactivity"
3566,"RADIOLOGICAL CONTAM.","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RADIOLOGICAL CONTAM."
3567,"RADIOLOGICAL CONTAMI","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RADIOLOGICAL CONTAMI"
3569,"Radium","149765","","Ra","7440144","",,"A","","ICIS_PHASE_I",24-JUN-05,"SRUBIN",16-AUG-13,"Radium"
3570,"RADIUM-226","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RADIUM-226"
7826,"2-Nitrophenol","P1CONV","","C6H5NO3","88755","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"2-Nitrophenol"
7827,"Phenanthrene","10199","WTR","C14H10","85018","",,"A","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"Phenanthrene"
2982,"OLD PAINT","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"OLD PAINT"
3575,"Rainfall","1644699","WTR","","","",,"A","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"Rainfall"
3576,"RAW WASTEWATER","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RAW WASTEWATER"
3580,"RDNC","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RDNC"
3581,"RDX","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RDX"
3582,"REACTIVE ORGANIC COMPOUNDS","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"REACTIVE ORGANIC COMPOUNDS"
3584,"RECOVERY OF OIL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RECOVERY OF OIL"
3585,"RECYCLED MATERIAL","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RECYCLED MATERIAL"
3586,"RED LIQUOR","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"RED LIQUOR"
3587,"REDENTICIDE","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"REDENTICIDE"
3588,"REDUCED SEDIMENT","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"REDUCED SEDIMENT"
3589,"REDUCTION/ELIMINATIONS:","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"SCR_5162",04-MAY-07,"REDUCTION/ELIMINATIONS:"
3591,"REFINERY WASTES","P1CONV","","","","",,"I","","ICIS_PHASE_I",24-JUN-05,"ICIS",03-FEB-07,"REFINERY WASTES"
